actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Los Angeles,19,38683.0,38040,Santiago del Teide,Puerto de Santiago Pl 3 Vd 12,,,605504837.0,,-16.8412473,28.23801509,2016-05-09T12:45:15,2016-06-23T10:43:19
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Doctor Miguel Lopez Gonzalez,4,38003.0,38038,Santa Cruz de Tenerife,Ed Nortysur Pl 3 Pt 7,,,678585771.0,922248843.0,-16.2539771,28.4658282,2017-05-08T12:15:56.817000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,El Varadero,6,38679.0,38001,Adeje,La Caleta de Adeje Pl 2 Vd Dr,,admsunnyplaces@gmail.com,922791951.0,,-16.75690744,28.10165099,,
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,El Mojon,14,38678.0,38001,Adeje,PTA 14 Callao Salvaje,,,,,-16.77450864,28.13145394,2019-07-25T12:48:13.883000,2019-07-25T13:19:20.859000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,El Pino,44,38683.0,38040,Santiago del Teide,Los Gigantes Ed Buenavista Esc 1 Pl 1 Vd 25,,otocaalameda@hotmail.com,922301340.0,,-16.83946263,28.24712096,2017-09-25T14:33:16,2018-02-08T12:36:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Guillermo Rahn,11,38400.0,38028,Puerto de la Cruz,Ur Jardines de Quintana Vd 11,,,678620853.0,,-16.53921032,28.40879148,2016-05-09T12:45:15,2016-11-28T12:49:50
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Jose Reyes Martin,13,38612.0,38017,Granadilla de Abona,El Medano Ed Lagos de Miramar III Bq A Pl 2 Vd 304,,,622271580.0,,-16.53473833,28.04659657,2016-09-30T10:06:45,2018-02-08T12:17:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Oceano Indico,9,38240.0,38023,La Laguna,Punta del Hidalgo Ed Columbus Playa Vd 14,,mengue@la-mirada.com,695573632.0,,-16.33193164,28.56748776,2016-05-09T12:45:15,2018-10-08T10:50:53.747000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,El Olivo,22,38470.0,38042,Los Silos,,,,646032019.0,,-16.81582552,28.36527657,2016-05-09T12:45:15,2015-08-04T12:59:27
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Madrid,11,38007.0,38038,Santa Cruz de Tenerife,Esc 5 Pl 54 Vd B,,,609563936.0,,-16.26540753,28.46147969,2017-06-21T10:24:40,2017-06-21T10:24:40
vivienda vacacional,Vivienda Vacacional VV,PZ,"Plaza, plazoleta",Alferez Provisional,1,38002.0,38038,Santa Cruz de Tenerife,Pt 7 Vd 2,,cajco@hotmail.com,666839247.0,,-16.25064869,28.46778954,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Adalberto Benitez Tugores,23,38004.0,38038,Santa Cruz de Tenerife,Las Mimosas,,,686443609.0,,-16.25807179,28.47427176,2016-08-16T12:59:25,2016-08-16T12:59:25
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Cruz de Fray Diego,5,38350.0,38043,Tacoronte,,,,639655144.0,,-16.4039108,28.49381685,2017-05-08T10:55:53.036000,2018-03-15T09:24:56.218000
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Montalmar,9,38250.0,38023,La Laguna,Bajamar Pl 0 Vd 01,,,670801658.0,,-16.34449432,28.55339679,2018-02-23T10:11:53,2018-02-23T10:15:02
vivienda vacacional,Vivienda Vacacional VV,LG,"Lugar, zona",Playa Las Gaviotas,1,38129.0,38038,Santa Cruz de Tenerife,Py Las Gaviotas Ed Playa Chica Vd 813,,,670809015.0,,-16.17299834,28.51574354,2017-09-22T12:53:52,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,Cm,Camino,La Cañada Baja,10,38441.0,38018,La Guancha,Santa Catalina,,,,,-16.65564237,28.38942726,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Los Angeles,10,38360.0,38041,El Sauzal,Ur Los Angeles Bq 4 Pl 0 Vd 7,,,637835335.0,,-16.44016949,28.47668576,2016-06-07T10:26:41,2019-02-21T12:26:35.427000
vivienda vacacional,Vivienda Vacacional VV,CM,Camino,Las Mercedes TF 113,130,38208.0,38023,La Laguna,Las Mercedes,,,639186785.0,,-16.30026848,28.50904377,2017-04-03T13:01:43.748000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Juan Pedro Rodriguez Cruz,10,38508.0,38020,Güimar,Puertito de Guimar Pt 1A,,,609644905.0,,-16.37180883,28.29653575,2016-05-09T12:45:15,2018-06-25T08:48:57.972000
vivienda vacacional,Vivienda Vacacional VV,Cl,Calle,Real,71,38441.0,38018,La Guancha,Santa Catalina,,,659038135.0,,-16.65784666,28.39167085,2016-09-27T14:05:47.236000,2023-10-18T14:04:54.665000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Iriarte,52,38400.0,38028,Puerto de la Cruz,Pl 4 Vd 401,,,627977119.0,,-16.54629196,28.41609076,2019-09-24T12:16:51.216000,2019-09-24T12:16:51.216000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Eric Lionel Fox,3,38005.0,38038,Santa Cruz de Tenerife,Pl 3 Vd 3,,,615337625.0,,-16.26315603,28.45994939,2016-05-09T12:45:15,2016-05-05T13:35:31
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Imeldo Seris,8,38003.0,38038,Santa Cruz de Tenerife,Pl 3 Vd C,,,685819664.0,,-16.24850633,28.46577089,2016-05-09T12:45:15,2016-06-27T12:08:32
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Tabaiba,6,38250.0,38023,La Laguna,Bajamar Esc 3,,,658778736.0,,-16.33862925,28.55510925,2016-05-09T12:45:15,2015-08-04T13:52:36
vivienda vacacional,Vivienda Vacacional VV,RB,Rambla,Santa Cruz,143,38001.0,38038,Santa Cruz de Tenerife,Ed Lapislazuli Bq A Pl 3 Vd C,,larenvi@yahoo.es,687678050.0,,-16.24940819,28.47577294,2016-05-09T12:45:15,2016-11-22T14:20:19
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Montalmar,31,38250.0,38023,La Laguna,Bajamar Ed Armonia Park Pl 4 Vd 23,,jamoro01|gmail.com,619591158.0,,-16.3429299,28.5525813,2018-02-23T10:11:53,2018-11-20T13:27:22.964000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Benavides,10,38004.0,38038,Santa Cruz de Tenerife,Pl 1,,,679678417.0,,-16.25912606,28.4695967,2016-05-09T12:45:15,2015-08-05T07:57:56
vivienda vacacional,Vivienda Vacacional VV,PJ,"Pasaje, paraje",Tagarga,2,38140.0,38038,Santa Cruz de Tenerife,Igueste de San Andres,,,646541401.0,,-16.15598127,28.52548058,2016-05-09T12:45:15.374000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Adeje 300,30,38678.0,38001,Adeje,Py Paraiso Rs Adeje Paradise Vd 65,,dferro@infinityfo.com,619400854.0,,-16.77121108,28.12079599,2016-05-09T15:04:06,2016-05-09T15:04:06
vivienda vacacional,Vivienda Vacacional VV,PS,Paseo,La Pinocha,7,38111.0,38038,Santa Cruz de Tenerife,Añaza Pl 0 Vd A,,,637835335.0,,-16.29963121,28.42235021,2016-05-09T12:45:15,2015-11-13T09:52:04
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Drago,23,38190.0,38032,El Rosario,Tabaiba Alta,,,609528710.0,,-16.33643076,28.40983273,2019-03-25T14:07:43.233000,2019-03-25T14:07:43.233000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Arquitecto Gomez Cuesta,4,38650.0,38006,Arona,Py Americas Ed Torres de Yomely Bq C Pl 2 Vd A,,,68282493.0,,-16.72983519,28.06589621,2019-01-29T12:15:00.666000,2019-01-29T12:15:00.666000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Trinidad,39,38204.0,38023,La Laguna,Pl 3 Vd A,,,622240648.0,,-16.31697193,28.48409267,2016-09-27T12:37:56,2016-09-28T10:00:14
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Heraclio Sanchez,13,38204.0,38023,La Laguna,Bq Libra Pl 5 Vd F44,,,693773690.0,,-16.3155506,28.48600252,2016-05-09T12:45:15,2017-10-05T10:16:03
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,San Isidro,2,38300.0,38026,La Orotava,Pl 1 Vd B,,,617739041.0,,-16.51898834,28.3943647,2016-05-09T12:45:15,2017-07-26T12:18:57
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Jesus y Maria,54,38004.0,38038,Santa Cruz de Tenerife,Pl 1 Vd C,,nac@disavistabella.com,629219946.0,,-16.25718371,28.46775367,2019-04-01T13:14:14.316000,2019-04-01T13:14:14.316000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Asturias,63,38660.0,38001,Adeje,Torviscas Alto Res Roque del Conde Esc A PTA 6,,asesoria@basefis.com,616094282.0,,-16.72142004,28.08952429,2019-09-24T12:16:51.216000,2019-09-24T12:16:51.216000
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Montalmar,31,38250.0,38023,La Laguna,Bajamar Ed Armonia Park Pl 5 Vd 25,,,922248204.0,,-16.34274274,28.55272136,2018-02-23T10:11:53,2018-02-23T10:15:02
vivienda vacacional,Vivienda Vacacional VV,CR,Carretera,General TF 312 Puerto Cruz Las Arenas,41,38400.0,38028,Puerto de la Cruz,El Esquilon,,cdelgadojunquera@gmail.com,609691530.0,,-16.55294088,28.40792047,2017-09-22T09:33:18.645000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,LG,"Lugar, zona",Playa Las Gaviotas,1,38129.0,38038,Santa Cruz de Tenerife,Py Las Gaviotas Ed Playa Chica Pl 3 Vd 303,,,679937024.0,,-16.17287246,28.51573526,2017-09-22T12:53:52,2018-02-08T12:17:45
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Jose Antonio Tavio Afonso,3,38630.0,38006,Arona,Costa del Silencio Ur Chaparral II Vd 262,,,642153524.0,0.0,-16.64520621,28.01086336,2018-04-10T09:22:45.744000,2018-04-10T09:22:45.744000
vivienda vacacional,Vivienda Vacacional VV,Cl,Calle,Solitica,39,38440.0,38018,La Guancha,La Guancha,,falcongilvictor@gmail.com,677808100.0,,-16.65245364,28.37743145,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Montalmar,31,38250.0,38023,La Laguna,Bajamar Ed Armonia Park Pl 3 Vd 23,,,635629333.0,,-16.34292255,28.55261322,2018-02-23T10:11:53,2018-11-20T13:27:22.964000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Tres de Mayo,9,38003.0,38038,Santa Cruz de Tenerife,Pt A1 Pt 5 Vd E,,,670753954.0,,-16.256588,28.45878616,2017-09-26T14:46:47.303000,2019-03-20T07:55:20.533000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,El Horno,21,38678.0,38001,Adeje,Py Paraiso Rs Marina Palace Vd 604,,,,,-16.77267111,28.12615969,2018-04-10T08:40:26.074000,2018-04-10T08:40:26.074000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Los Angeles,24,38683.0,38040,Santiago del Teide,Puerto de Santiago Pl 1 Vd 20,,solysuerte@gmail.com,634364504.0,,-16.8414759,28.23712904,2016-05-09T12:45:15,2018-10-03T14:02:32.985000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Los Pueblos,22,38660.0,38001,Adeje,Py Americas Rs Palmeras del Sur Bq A Pl 4 Vd 1,,,699141908.0,922823006.0,-16.73160255,28.0783757,2017-08-03T12:02:38,2018-05-15T11:47:03.893000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,El Palmar,31,38632.0,38006,Arona,El Palmar Ed Los Balandros Bq B Pt 1 Vd109,,,637835335.0,,-16.6984799,28.02332304,2017-05-18T12:33:58.427000,2018-11-21T08:49:57.538000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Olof Palme,10,38508.0,38020,Güimar,Puertito de Guimar Ur Las Palmeras Rs El Hierro Bq A Pl 0 Vd 19,,,673660219.0,,-16.37834628,28.29135706,2019-01-29T12:36:26.024000,2019-01-29T12:36:26.024000
vivienda vacacional,Vivienda Vacacional VV,PS,Paseo,Las Americas,29,38430.0,38022,Icod de los Vinos,Py San Marcos PL 5 Vd 503A,,,633213060.0,,-16.72143029,28.37968338,2017-03-06T09:11:10,2018-02-08T12:36:45
vivienda vacacional,Vivienda Vacacional VV,CM,Camino,Tamaragua,51,38296.0,38023,La Laguna,San Bartolome de Geneto,,,650691057.0,,-16.31114869,28.46135064,2016-05-23T09:06:55,2018-01-16T07:32:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Los Llanos Seis,5,38003.0,38038,Santa Cruz de Tenerife,Cabo Llanos Torre I Pt 01 V 01C,,,663127577.0,,-16.25573589,28.45596148,2017-06-07T12:10:11.132000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Codeso,1,38390.0,38039,Santa Úrsula,La Quinta Rs La Quinta Vd D08,,,679079727.0,,-16.49044009,28.42892227,2017-06-02T13:04:01.086000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,La Habana,3,38650.0,38006,Arona,Los Cristianos Ed Risco La Gaviota Pl 1 Vd 2,,,637835335.0,,-16.72090639,28.05120766,2017-03-27T10:03:33,2017-07-24T10:06:33
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Quezal,38,38632.0,38006,Arona,El Palmar Rs Primavera Bq C Vd 26,,,616655838.0,,-16.69483658,28.02494685,2019-09-26T09:59:16.401000,2019-09-26T09:59:16.401000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,La Folia,16,38639.0,38035,San Miguel,Llano del Camello Bq 4 Pl 1 Vd 23,,Mgroup.mobile@gmail.com,639911119.0,,-16.61459202,28.05721659,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Valencia,3,38660.0,38001,Adeje,Torviscas Ur Pueblo Torviscas Sunset Harbour Esc I Pl 1 PTA 2,,,699102629.0,,-16.734773,28.08216186,2019-09-24T12:10:23.237000,2019-09-24T12:10:23.237000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Olof Palme,14,38508.0,38020,Güimar,Puertito de Guimar Rs Roque Garachico Pl 0 Vd 34,,,699434053.0,,-16.37930678,28.29008181,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CM,Camino,La Villa,45,38203.0,38023,La Laguna,El Coromoto,,benitez_a@hotmail.com,646350286.0,,-16.32554863,28.4858885,2016-05-09T12:45:15,2015-08-31T12:38:51
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Almirante Gravina,2,38508.0,38020,Güimar,Puertito de Guimar Pl 4 Vd 36,,,607725643.0,,-16.37442727,28.29560023,2016-05-09T12:45:15,2015-08-04T10:57:05
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,San Antonio,16,38001.0,38038,Santa Cruz de Tenerife,Esc T Vd 05,,,692486091.0,,-16.25053785,28.47255466,2016-05-09T12:45:15,2015-08-04T10:12:59
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Valencia,3,38660.0,38001,Adeje,Torviscas Ur Pueblo Torviscas Sunset Harbour Esc A Pl 0 Vd 117,,Mgroup.mobile@gmail.com,639911119.0,,-16.73449641,28.08225891,2016-05-09T12:45:15,2018-11-22T13:36:57.380000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Eneas,1,38630.0,38006,Arona,Costa del Silencio Ed Rs Atlantico II Fs I Vd 12,,iba.spitsyn@web.de,634030233.0,,-16.64202878,28.00965313,2019-11-29T14:33:47.321000,2019-11-29T14:33:47.321000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Codeso,1,38390.0,38039,Santa Úrsula,La Quinta Rs La Finca Pl 1 Vd C1,,,637835335.0,,-16.49050715,28.42883803,2017-06-02T13:04:01,2018-02-08T12:17:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,La Tosca,15,38679.0,38001,Adeje,Callao Salvaje Vd 5,,,616489942.0,,-16.77463084,28.12878724,2019-09-24T12:10:23.237000,2019-09-24T12:16:51.216000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Bencomo,16,38390.0,38039,Santa Úrsula,La Corujera Tamaide,,,616448774.0,,-16.50269921,28.4095184,2017-02-08T07:54:04.970000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Santo Domingo,21,38400.0,38028,Puerto de la Cruz,Pl 4 Vd 401,,,615950422.0,,-16.54772775,28.41703655,,
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Marques de Santa Cruz,34,38508.0,38020,Güimar,Puertito de Guimar Pt2 Vd 3D,,,676301433.0,,-16.37155767,28.297678,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Alcalde Jose Emilio Garcia Gomez,5,38003.0,38038,Santa Cruz de Tenerife,Ed Barlovento Bq A Pt 4 Vd 4,,,678660110.0,,-16.25765031,28.45659257,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Herradores,18,38201.0,38023,La Laguna,Pl 1 Vd Iz,,info@contaherradores.es,627602196.0,,-16.31486193,28.48653643,2016-05-09T12:45:15,2016-01-26T09:43:38
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Ruiseñor,12,38632.0,38006,Arona,El Palmar Rs Mocan Pt 2 Vd 41,,melanietabarin@hotmail.com,,,-16.69649453,28.02478945,2018-04-09T12:54:22.398000,2018-06-14T10:19:04.223000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Olof Palme,8,38508.0,38020,Güimar,Puertito de Guimar Rs Tenerife A1 Pl 2 Vd 21,,,605954664.0,,-16.37764508,28.29220756,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Arrayan,36,38379.0,38025,La Matanza,Pl 1 Vd Iz,,,617700344.0,,-16.4492245,28.44701055,,
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Los Molinos,71,38005.0,38038,Santa Cruz de Tenerife,Pl 2 Vd Dr,,aymicone@gmail.com,646635106.0,,-16.25512535,28.46057202,2019-04-02T12:10:45.675000,2019-04-02T12:10:45.675000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Lope de Vega,6,38005.0,38038,Santa Cruz de Tenerife,Pl 1 Vd Iz,,,670807124.0,,-16.25711075,28.46320187,2016-05-09T12:45:15,2015-08-04T10:26:16
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Alfaro,2,38003.0,38038,Santa Cruz de Tenerife,Pl 3 Vd 15,,moleiro@hotmail.com,678559046.0,,-16.25448703,28.46743229,2019-04-16T13:14:02.826000,2019-04-16T13:14:02.826000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Tierra de Oro,21,38413.0,38031,Los Realejos,La Grimona Ur Tierra de Oro Vd 7,,,619456324.0,,-16.56228765,28.38341784,2017-06-21T13:55:20,2017-06-21T13:55:20
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Aceviño,34,38360.0,38041,El Sauzal,,,rosibaca@gmail.com,629650846.0,,-16.43508689,28.46727225,2017-09-26T12:44:30.711000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Pintor Jose Aguiar,2,38001.0,38038,Santa Cruz de Tenerife,Pl 2 Vd 6,,alg.ggaa@es,625306424.0,,-16.25236063,28.47492442,2017-09-26T14:50:52,2019-03-20T12:49:58.092000
vivienda vacacional,Vivienda Vacacional VV,LG,"Lugar, zona",Playa Las Gaviotas,1,38129.0,38038,Santa Cruz de Tenerife,Py Las Gaviotas Ed Playa Chica Vd 919,,direccion@apartamentosbruja.com,639200016.0,,-16.1731393,28.51562979,2017-09-22T12:53:52,2018-02-08T12:17:45
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Doctor Celestino Gonzalez Padron,4,38400.0,38028,Puerto de la Cruz,Ur La Paz Pl 2 Vd 14,,hermoroinmueble@gmail.com,696760993.0,,-16.53203224,28.41210748,2016-07-29T10:43:08,2019-02-14T07:55:07.076000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Mendez Nuñez,47,38001.0,38038,Santa Cruz de Tenerife,,,,,,-16.25116653,28.47348091,2016-05-09T12:45:15.374000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Infanta Isabel,1,38430.0,38022,Icod de los Vinos,Esc B Pl 5 Vd 3,,,616221856.0,,-16.71851865,28.36903183,2016-05-09T12:45:15,2016-05-05T14:55:34
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Jose Antonio Tavio Afonso,3,38630.0,38006,Arona,Costa del Silencio Ur Chaparral Bq 1 Vd 115,,,662857785.0,,-16.64691912,28.01122664,2019-02-15T13:36:07,2019-04-03T12:53:23.395000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Fuente de Santa Cruz,3,38003.0,38038,Santa Cruz de Tenerife,Cabo Llanos Ed Torre 2 Pl 27 Vd O,,,606455790.0,,-16.25358625,28.45722369,2016-11-22T12:53:58,2016-11-22T12:53:58
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Maritima,25,38190.0,38032,El Rosario,Tabaiba Ed Jardin del Mar Fs 2 Pl 4 Vd 12,,,637835335.0,,-16.33244348,28.40170255,2016-07-06T12:18:36,2016-07-06T12:18:36
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Astron,42,38631.0,38006,Arona,Las Galletas Las Rosas Ur Estrella Marazul,,,922732366.0,,-16.65358178,28.02114769,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Valentin Sanz,2,38003.0,38038,Santa Cruz de Tenerife,Pl 2 Vd C,,pinturaslutzardo@gmail.com,637459632.0,,-16.2513528,28.46552983,2019-04-02T13:11:55.191000,2019-04-02T13:11:55.191000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Olof Palme,14,38508.0,38020,Güimar,Puertito de Guimar Rs Roque Garachico Pl 1 Vd 110,,,606005599.0,,-16.37925386,28.2901395,2016-05-09T12:45:15.374000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CR,Carretera,General TF 565 La Escalona,34,38629.0,38035,San Miguel,El Roque Pl 2 Vd 1,,,676627762.0,,-16.63577648,28.0929017,2016-05-09T12:45:15,2015-08-04T12:04:00
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Maritima,25,38683.0,38040,Santiago del Teide,Puerto de Santiago Ed La Mar Vd 51,,,663537534.0,,-16.84080809,28.23351938,2019-04-03T12:10:12.647000,2019-04-03T12:10:12.647000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Melchor Luz,1,38400.0,38028,Puerto de la Cruz,San Felipe Ed Valle Luz Bq C Pl 4 Vd 301,,,652531700.0,,-16.55623215,28.41398988,2017-03-27T12:01:31,2017-07-24T10:12:05
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,España,2,38190.0,38032,El Rosario,Tabaiba Baja Ed Oceania Esc 2 Pt 5 Vd 35,,nacho@somosimagen.com,717772922.0,,-16.33312722,28.40449314,2017-09-26T12:38:37,2018-02-08T12:17:45
vivienda vacacional,Vivienda Vacacional VV,UR,Urbanización,Llanos del Poris,54,38588.0,38005,Arico,Ur Club Casa Blanca,,,922717641.0,,-16.43225538,28.16722206,2019-09-24T12:16:51.216000,2019-09-24T12:16:51.216000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Maritima,33,38509.0,38011,Candelaria,Las Caletillas Ed Caletillas Beach Vd A109,,,647957379.0,,-16.36247657,28.36881165,2016-07-06T10:51:21.297000,2018-02-22T10:28:09.076000
vivienda vacacional,Vivienda Vacacional VV,PJ,"Pasaje, paraje",Sitja,2,38004.0,38038,Santa Cruz de Tenerife,Pl 4 Vd Dr,,,679058127.0,,-16.26052537,28.46793413,2016-08-05T12:31:19,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Teneguia,10,38203.0,38023,La Laguna,Cm La Villa Pl 2 Vd 2,,lahernan60@gmail.com,634371719.0,,-16.32628573,28.48618112,2016-05-09T12:45:15,2016-07-29T09:54:20
vivienda vacacional,Vivienda Vacacional VV,CR,Carretera,General TF 38 Boca Tauce,13,38688.0,38019,Guía de Isora,Chirche,,,650830506.0,,-16.75914548,28.22433481,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Caracas,16,38390.0,38039,Santa Úrsula,Lomo Roman,,,670909874.0,,-16.49783437,28.42637509,2017-09-26T13:16:51.911000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Benavides,5,38004.0,38038,Santa Cruz de Tenerife,,,,666260098.0,,-16.25887697,28.46979566,2016-05-09T12:45:15,2016-06-22T13:06:34
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Garcilaso de la Vega,17,38005.0,38038,Santa Cruz de Tenerife,Pl 1 Vd 6,,,637835335.0,,-16.25786883,28.46116429,2016-05-09T12:45:15,2016-02-26T13:22:31
vivienda vacacional,Vivienda Vacacional VV,CM,Camino,Lomo de Pajara,16,38560.0,38020,Güimar,Pajara,,elidepaseo@hotmail.com,666239692.0,,-16.40251658,28.28362341,2016-05-09T12:45:15,2015-09-04T13:00:10
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Portugal,10,38190.0,38032,El Rosario,Tabaiba Ed Marlisa Bq B Pl 7 Vd 24,,,690126506.0,,-16.32958934,28.40268884,2016-10-19T13:58:25,2016-11-02T13:06:47
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,La Sabina,9,38314.0,38026,La Orotava,La Boruga Ur Camino Real,,,674738777.0,,-16.53098375,28.40058459,2017-09-26T13:21:20.434000,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Venezuela,11,38639.0,38035,San Miguel,Las Chafiras Pt 1 Vd 119,,niko13171@hotmail.com,645878505.0,,-16.61570793,28.04626895,2017-02-15T11:40:07,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,AV,Avenida,Ingeniero Manuel Gonzalez,10,38508.0,38020,Güimar,Puertito de Guimar Rs Fuerteventura B A Pt 1 Vd 10,,,630758957.0,,-16.37898968,28.2927717,2016-05-09T12:45:15,2018-02-08T12:17:45.306000
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Atalisca,2,38430.0,38022,Icod de los Vinos,Py San Marcos Ur Parque Atalisca Fs II,,,661143895.0,,-16.72252509,28.37831504,2016-07-11T13:09:13,2018-02-27T13:20:47
vivienda vacacional,Vivienda Vacacional VV,CL,Calle,Las Flores,2,38600.0,38017,Granadilla de Abona,Pl 2 Vd B,,gabisalazar@hotmail.com,689735934.0,,-16.57541545,28.11877402,2016-05-09T12:45:15,2018-05-21T10:27:48.467000
